update,timestep,mean_reward,mean_bdr,mean_delay,mean_energy,policy_loss,value_loss,entropy
187,765952,5.54817,0.0,0.0,0.0,0.008429,3.234109,0.770369
188,770048,7.71167,0.0,0.0,0.0,0.012112,2.786251,0.747967
189,774144,7.24019,0.0,0.0,0.0,0.010703,3.177345,0.672702
190,778240,6.56344,0.0,0.0,0.0,0.01234,3.103512,0.68067
191,782336,9.44339,0.0,0.0,0.0,0.011011,3.765258,0.692342
192,786432,7.09202,0.8,2232.11729,3508899.02562,0.011786,2.79945,0.726266
193,790528,7.30898,0.0,0.0,0.0,0.007568,3.687426,0.699531
194,794624,7.21383,0.0,0.0,0.0,0.009311,3.248484,0.757059
195,798720,9.48792,0.0,0.0,0.0,0.008541,3.073987,0.732743
196,800000,6.45805,0.0,0.0,0.0,0.002223,3.164991,0.739358
